fiscal_year,invoice_date,invoice_number,invoice_amount,payee,payment_date,payment_number,agency,expenditure_type,expenditure_category,spend_category,cost_center,project,program,grant_,fund,financing_source,region,extended_amount,ObjectId
2022,6/29/2022,2480897,5833.33,ASSET AND SECURITY SERVICES LLC,7/14/2022,1218339,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,Misc Federal Agreements,,,5833.33,5267
2022,1/6/2022,2474136,4275,COMMUNITY MEDICAL ASSOCIATES INC,7/14/2022,1218343,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,4275,5274
2022,1/6/2022,2474136,4275,COMMUNITY MEDICAL ASSOCIATES INC,7/14/2022,1218343,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,-4275,5281
2022,1/6/2022,2474136,4275,COMMUNITY MEDICAL ASSOCIATES INC,7/14/2022,1218343,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,4275,5332
2022,6/1/2022,2474137,13275,COMMUNITY MEDICAL ASSOCIATES INC,7/14/2022,1218343,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,13275,5340
2022,10/28/2021,2372952,401.15,KENTUCKY CORRECTIONAL INDUSTRIES (KCI),7/14/2022,1218357,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,401.15,5344
2022,6/29/2022,2480896,6686,ASSET AND SECURITY SERVICES LLC,7/14/2022,1218339,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,6686,5351
2022,6/16/2022,2480266,3406.98,THOROUGHBRED AVIATION MAINTENANCE,7/14/2022,1218378,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Helicopter Maintenance/Repair Services                          ,,,,,General Fund,,,3406.98,5355
2022,4/13/2022,2468243,240,SHIVELY ANIMAL CLINIC,7/14/2022,1218369,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,36.33,5359
2022,5/12/2022,2475105,25,SHIVELY ANIMAL CLINIC,7/14/2022,1218369,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,3.78,5365
2022,5/15/2022,2475073,253.4,SHIVELY ANIMAL CLINIC,7/14/2022,1218369,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,38.36,5372
2022,6/23/2022,2473558,13953.81,TARHEEL CANINE TRAINING,7/14/2022,1218372,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,13953,5375
2022,6/23/2022,2473558,13953.81,TARHEEL CANINE TRAINING,7/14/2022,1218372,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,0.81,5379
2022,5/15/2022,2475073,253.4,SHIVELY ANIMAL CLINIC,7/14/2022,1218369,Louisville Metro Police Department,Metro Government Operations,Supplies,Animal Care Supplies,,,,,General Fund,,,81.67,5384
2022,5/12/2022,2475105,25,SHIVELY ANIMAL CLINIC,7/14/2022,1218369,Louisville Metro Police Department,Metro Government Operations,Supplies,Animal Care Supplies,,,,,General Fund,,,8.06,5389
2022,4/13/2022,2468243,240,SHIVELY ANIMAL CLINIC,7/14/2022,1218369,Louisville Metro Police Department,Metro Government Operations,Supplies,Animal Care Supplies,,,,,General Fund,,,77.35,5392
2022,4/13/2022,2468243,240,SHIVELY ANIMAL CLINIC,7/14/2022,1218369,Louisville Metro Police Department,Metro Government Operations,Supplies,Animal Food,,,,,General Fund,,,126.32,5395
2022,5/12/2022,2475105,25,SHIVELY ANIMAL CLINIC,7/14/2022,1218369,Louisville Metro Police Department,Metro Government Operations,Supplies,Animal Food,,,,,General Fund,,,13.16,5401
2022,5/15/2022,2475073,253.4,SHIVELY ANIMAL CLINIC,7/14/2022,1218369,Louisville Metro Police Department,Metro Government Operations,Supplies,Animal Food,,,,,General Fund,,,133.37,5407
2022,5/9/2022,2475410,1170,T-BOX TACTICAL LLC,7/14/2022,1218371,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,1170,5415
2022,6/21/2022,2480259,4123.2,BEST STAMP & SEAL CO INC,7/13/2022,1218025,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,4123.2,5504
2022,6/21/2022,2480259,4123.2,BEST STAMP & SEAL CO INC,7/13/2022,1218025,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,-4123.2,5510
2022,6/21/2022,2480259,4123.2,BEST STAMP & SEAL CO INC,7/13/2022,1218025,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,4123.2,5516
2022,6/21/2022,2480259,4123.2,BEST STAMP & SEAL CO INC,7/13/2022,1218025,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,-4123.3,5530
2022,6/21/2022,2480259,4123.2,BEST STAMP & SEAL CO INC,7/13/2022,1218025,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,4123.3,5535
2022,6/21/2022,2480256,5320.68,BEST STAMP & SEAL CO INC,7/13/2022,1218025,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,-5320.68,5538
2022,6/21/2022,2480256,5320.68,BEST STAMP & SEAL CO INC,7/13/2022,1218025,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,5320.68,5543
2022,6/21/2022,2480256,5320.68,BEST STAMP & SEAL CO INC,7/13/2022,1218025,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,5320.68,5548
2022,6/17/2022,2480197,250,PSYTAC PLLC,7/13/2022,1218173,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,250,5553
2022,6/17/2022,2480197,250,PSYTAC PLLC,7/13/2022,1218173,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,-250,5559
2022,6/17/2022,2480197,250,PSYTAC PLLC,7/13/2022,1218173,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,250,5564
2022,6/1/2022,2480267,4590,AXON ENTERPRISE INC,7/13/2022,1218079,Louisville Metro Police Department,Metro Government Operations,Equipment/Capital Outlay,Computer Hardware,,,,,General Fund,,,4590,5569
2022,6/16/2022,2480190,34411.44,DATA LINK COMMUNICATIONS OF INDIANA INC,7/13/2022,1218103,Louisville Metro Police Department,Metro Government Operations,Equipment/Capital Outlay,Computer Hardware,,,,,General Fund,,,34411.44,5573
2022,6/8/2022,2480188,2152.5,I3-IMAGESOFT INC,7/13/2022,1218134,Louisville Metro Police Department,Metro Government Operations,Equipment/Capital Outlay,Computer Software,,,,,General Fund,,,2152.5,5579
2022,5/17/2022,2466428,467.28,OFFICE DEPOT INC,7/11/2022,1217816,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,34.61,5896
2022,5/17/2022,2466428,467.28,OFFICE DEPOT INC,7/11/2022,1217816,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,432.67,5902
2022,5/31/2022,2475095,12.95,TYLER MOUNTAIN WATER CO INC,7/11/2022,1217857,Louisville Metro Police Department,Metro Government Operations,Supplies,Public & Community Relations Supplies                          ,,,,,General Fund,,,12.95,5907
2022,6/1/2022,2475057,310,HIGHWAY SAFETY SERVICES,7/11/2022,1217752,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,310,5912
2022,6/14/2022,2480262,2485.93,COVANTA HOLDING CORPORATION,7/11/2022,1217707,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Hazardous Materials Response Supplies                          ,,,,,General Fund,,,2485.93,5917
2022,5/24/2022,2473093,90,ROCKY MOUNTAIN LOGISTICS INC,7/11/2022,1217830,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,90,5922
2022,5/10/2022,2466849,973.86,CDW LLC,7/11/2022,1217691,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,973.86,5927
2022,5/20/2022,2473119,5302.56,BOUND TREE MEDICAL LLC,7/11/2022,1217663,Louisville Metro Police Department,Metro Government Operations,Supplies,First Aid Supplies,,,,,General Fund,,,5302.56,5932
2022,5/20/2022,2472203,6819.5,SUBURBAN TOWING INC,7/11/2022,1217847,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Automotive Wrecker Services                           ,,,,,General Fund,,,6819.5,5949
2022,4/22/2022,2472204,9454,SUBURBAN TOWING INC,7/11/2022,1217847,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Automotive Wrecker Services                           ,,,,,General Fund,,,9454,5953
2022,6/7/2022,2475082,300.96,SPECIFIC WASTE INDUSTRIES LLC,7/13/2022,1218036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Hazardous Materials Response Supplies                          ,,,,,General Fund,,,3.6,5959
2022,6/7/2022,2475082,300.96,SPECIFIC WASTE INDUSTRIES LLC,7/13/2022,1218036,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Hazardous Materials Response Supplies                          ,,,,,General Fund,,,297.36,5963
2022,6/7/2022,2475413,2340,KENTUCKY CORRECTIONAL INDUSTRIES (KCI),7/13/2022,1218143,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,2340,5967
2022,6/7/2022,2475413,2340,KENTUCKY CORRECTIONAL INDUSTRIES (KCI),7/13/2022,1218143,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,2340,5971
2022,6/7/2022,2475413,2340,KENTUCKY CORRECTIONAL INDUSTRIES (KCI),7/13/2022,1218143,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,-2340,5975
2022,6/1/2022,2475079,907.01,THOMSON REUTERS SCIENTIFIC INC,7/13/2022,1218196,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Contractual Non Professional Service Agreements                         ,,,,,General Fund,,,907.01,5980
2022,6/1/2022,2475079,907.01,THOMSON REUTERS SCIENTIFIC INC,7/13/2022,1218196,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Contractual Non Professional Service Agreements                         ,,,,,General Fund,,,907.01,5984
2022,6/1/2022,2475079,907.01,THOMSON REUTERS SCIENTIFIC INC,7/13/2022,1218196,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Contractual Non Professional Service Agreements                         ,,,,,General Fund,,,-907.01,5988
2022,6/17/2022,2472754,23478.38,THOROUGHBRED AVIATION MAINTENANCE,7/13/2022,1218197,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Helicopter Maintenance/Repair Services                          ,,,,,General Fund,,,23478.38,5992
2022,5/13/2022,2474051,130,KENTUCKY CORRECTIONAL INDUSTRIES (KCI),7/11/2022,1217776,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,130,6625
2022,6/1/2022,2468274,139.2,HIGHWAY SAFETY SERVICES,7/7/2022,1217502,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,139.2,6824
2022,6/1/2022,2473543,64,HIGHWAY SAFETY SERVICES,7/7/2022,1217502,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,64,6825
2022,6/1/2022,2473541,77.5,HIGHWAY SAFETY SERVICES,7/7/2022,1217502,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,77.5,6826
2022,6/5/2022,2469083,250,PSYTAC PLLC,7/7/2022,1217527,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,250,6827
2022,5/18/2022,2475092,429.96,KLEIN BROTHERS INC,7/7/2022,1217439,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,429.96,6828
2022,6/9/2022,2474064,1920,G-FIT INC,7/7/2022,1217493,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,1920,6829
2022,5/6/2022,2475067,2698.14,DJ LEASING LLC,7/7/2022,1217487,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Automotive Repair Services                           ,,,,,General Fund,,,2698.14,6830
2022,5/23/2022,2472252,7758,HIGHWAY SAFETY SERVICES,7/11/2022,1217752,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,7758,7068
2022,5/24/2022,2472256,6666.68,UNIVERSITY MEDICAL CENTER INC,7/11/2022,1217863,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,6666.68,7072
2022,5/23/2022,2473551,871.56,OFFICE DEPOT INC,7/11/2022,1217816,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,871.56,7076
2022,6/1/2022,2480205,34.99,FEEDERS SUPPLY,7/11/2022,1217735,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,34.99,7080
2022,5/15/2022,2472254,62.57,NET TRANSCRIPTS INC,7/11/2022,1217809,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,62.57,7083
2022,4/11/2022,2474058,450,SHIVELY ANIMAL CLINIC,7/11/2022,1217835,Louisville Metro Police Department,Metro Government Operations,Supplies,Animal Food,,,,,General Fund,,,450,7086
2022,5/31/2022,2473960,5260.85,AT&T SERVICES INC,7/6/2022,1216790,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Air Cards,,,,,General Fund,,,4384.04,7326
2022,5/31/2022,2473958,1940.68,AT&T SERVICES INC,7/6/2022,1216790,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Air Cards,,,,,General Fund,,,1617.23,7327
2022,6/29/2022,2475192,1445,AT&T SERVICES INC,7/6/2022,1216788,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,1445,7329
2022,5/19/2020,2475128,792,SPRINT SOLUTIONS INC,7/6/2022,1216902,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,792,7336
2022,3/1/2018,2475134,90,SPRINT SOLUTIONS INC,7/6/2022,1216902,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,90,7340
2022,6/26/2018,2475190,100,SPRINT SOLUTIONS INC,7/6/2022,1216902,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,100,7346
2022,6/2/2022,2468954,246400,DNA LABS INTERNATIONAL,7/6/2022,1216828,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,70400,7371
2022,6/13/2022,2469087,56860,DNA LABS INTERNATIONAL,7/6/2022,1216828,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,16245.71,7372
2022,6/4/2022,2471916,27598.57,AT&T SERVICES INC,7/6/2022,1216789,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Air Cards,,,,,General Fund,,,23820.62,7373
2022,5/31/2022,2473927,159.16,AT&T SERVICES INC,7/6/2022,1216789,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Air Cards,,,,,General Fund,,,132.63,7374
2022,5/31/2022,2473934,2679.75,AT&T SERVICES INC,7/6/2022,1216789,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Air Cards,,,,,General Fund,,,2233.13,7375
2022,5/31/2022,2473937,422.2,AT&T SERVICES INC,7/6/2022,1216790,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Air Cards,,,,,General Fund,,,351.83,7376
2022,5/31/2022,2473939,1037.13,AT&T SERVICES INC,7/6/2022,1216789,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Air Cards,,,,,General Fund,,,864.28,7377
